sr_id,customer_id,product_id,sr_description,sr_open_date,sr_close_date,sr_type,channel,sr_cust_feedback,Feedback type,"Feedback Severity (Low, Medium, High)"
2244,47,2614,Individual Personal Accident Plan health insurance Complaint,12/2/2016 0:00,12/2/2016 0:00,Complaint,Branch,the complaint was addressed in timely manner to my satisfaction,,
2589,81,4899,Ergo Home Insurance home insurance Enquiry,12/1/2016 0:00,12/1/2016 0:00,Enquiry,Branch,satisfied with the customer support ,,
592,497,431,SavingsMax Account savings account Product Support,12/1/2016 0:00,12/1/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
2868,881,2715,National Life Cancer Care life insurance Enquiry,11/30/2016 0:00,12/1/2016 0:00,Enquiry,Branch,Should have competitive interest rates compared to other bank,,
424,881,2715,National Life Cancer Care life insurance Complaint,11/30/2016 0:00,12/1/2016 0:00,Complaint,Net Banking,Should have competitive interest rates compared to other bank,,
2950,610,1277,National Life Cancer Care life insurance Complaint,11/30/2016 0:00,11/30/2016 0:00,Complaint,Net Banking,committed to serving the customers,,
389,610,1277,National Life Cancer Care life insurance Product Support,11/30/2016 0:00,11/30/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
1931,920,1856,SavingsMax Account current account Complaint,11/30/2016 0:00,12/2/2016 0:00,Complaint,Phone Banking,Very disappointed. Very High service charges.,,
1386,202,1280,SavingsMax Account savings account Product Support,11/30/2016 0:00,11/30/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
1880,357,1087,New Car Loan car loan Product Support,11/30/2016 0:00,11/30/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
630,357,1087,New Car Loan car loan Complaint,11/30/2016 0:00,11/30/2016 0:00,Complaint,Branch,Satisfied. Offered some freebees,,
1721,889,2351,National Home Loan home loan Complaint,11/29/2016 0:00,11/30/2016 0:00,Complaint,Phone Banking,Should have competitive interest rates compared to other bank,,
1230,889,2351,National Home Loan home loan Product Support,11/29/2016 0:00,11/30/2016 0:00,Product Support,Branch,Should have competitive interest rates compared to other bank,,
2304,249,4010,Regular Fixed Deposit fixed deposit Complaint,5/23/2016 0:00,5/23/2016 0:00,Complaint,Branch,Issue resolved,,
2234,374,1523,Emergency Personal Loan Personal Loan Product Support,11/27/2016 0:00,11/27/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
1590,383,1237,Emergency Personal Loan Personal Loan Complaint,11/26/2016 0:00,11/26/2016 0:00,Complaint,Branch,Satisfied. Offered some freebees,,
1380,383,1237,Emergency Personal Loan Personal Loan Product Support,11/26/2016 0:00,11/26/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
57,841,2937,SavingsMax Account savings account Complaint,11/26/2016 0:00,11/27/2016 0:00,Complaint,Branch,Average service. Need quicker resolution to my problem,,
2591,519,1404,Critical Illness Platinum health insurance Product Support,11/26/2016 0:00,11/26/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
2242,519,1404,Critical Illness Platinum health insurance Enquiry,11/26/2016 0:00,11/26/2016 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
1571,519,1404,Critical Illness Platinum health insurance Complaint,11/26/2016 0:00,11/26/2016 0:00,Complaint,Phone Banking,Fantastic. my service charges waived for an entire year,,
1279,519,1404,Critical Illness Platinum health insurance Complaint,11/26/2016 0:00,11/26/2016 0:00,Complaint,Net Banking,Fantastic. my service charges waived for an entire year,,
1158,686,4429,SavingsMax Account savings account Enquiry,11/25/2016 0:00,11/25/2016 0:00,Enquiry,Branch,satisfied with the customer support ,,
1895,346,2771,Foreign Education Loan educational loan Enquiry,11/24/2016 0:00,11/24/2016 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
1120,75,552,Private Car Insurance motor insurance Product Support,11/23/2016 0:00,11/23/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
1817,797,3788,National Life Cancer Care life insurance Complaint,11/23/2016 0:00,11/24/2016 0:00,Complaint,Phone Banking,Case can be closed. Service can be a notch higher,,
2136,250,3279,Regular Fixed Deposit fixed deposit Complaint,6/23/2017 0:00,6/23/2017 0:00,Complaint,Branch,Issue resolved,,
1840,250,3279,Regular Fixed Deposit fixed deposit Enquiry,6/23/2017 0:00,6/23/2017 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
2359,199,4810,Critical Illness Platinum health insurance Complaint,11/23/2016 0:00,11/23/2016 0:00,Complaint,Net Banking,quick turnaround in addressing the complaint. Happy with the customer service,,
948,199,4810,Critical Illness Platinum health insurance Product Support,11/23/2016 0:00,11/23/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
2853,141,3464,Private Car Insurance motor insurance Complaint,11/22/2016 0:00,11/22/2016 0:00,Complaint,Branch,Relationship manager was prompt. Addressed the issue and reverted the service charges,,
1052,141,923,SavingsMax Account savings account Complaint,11/22/2016 0:00,11/22/2016 0:00,Complaint,Phone Banking,Relationship manager was prompt. Addressed the issue and reverted the service charges,,
999,141,923,SavingsMax Account savings account Product Support,11/22/2016 0:00,11/22/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
2217,847,4553,Private Car Insurance motor insurance Complaint,11/22/2016 0:00,11/23/2016 0:00,Complaint,Branch,Average service. Need quicker resolution to my problem,,
2964,428,2217,SavingsMax Account savings account Complaint,11/20/2016 0:00,11/20/2016 0:00,Complaint,Branch,bank official addressed my complaints to my expectation,,
2965,428,4275,New Car Loan car loan Product Support,11/20/2016 0:00,11/20/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
1499,428,4275,New Car Loan car loan Complaint,11/20/2016 0:00,11/20/2016 0:00,Complaint,Phone Banking,bank official addressed my complaints to my expectation,,
811,428,4275,New Car Loan car loan Product Support,11/20/2016 0:00,11/20/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
2159,503,1267,Ergo Home Insurance home insurance Complaint,11/20/2016 0:00,11/20/2016 0:00,Complaint,Phone Banking,Fantastic. my service charges waived for an entire year,,
2052,503,1267,Ergo Home Insurance home insurance Product Support,11/20/2016 0:00,11/20/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
2178,309,3806,New Car Loan car loan Product Support,11/18/2016 0:00,11/18/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
537,326,1449,Foreign Education Loan educational loan Product Support,11/12/2016 0:00,11/12/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
1874,53,1164,Foreign Education Loan educational loan Enquiry,11/11/2016 0:00,11/11/2016 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
1999,722,2059,New Car Loan car loan Complaint,11/10/2016 0:00,11/11/2016 0:00,Complaint,Net Banking,satisfactory service. Service can be improved,,
1475,722,2059,New Car Loan car loan Product Support,11/10/2016 0:00,11/11/2016 0:00,Product Support,Phone Banking,satisfactory service. Service can be improved,,
2798,425,4983,Critical Illness Platinum health insurance Product Support,11/8/2016 0:00,11/8/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
2466,557,2389,Critical Illness Platinum health insurance Product Support,11/8/2016 0:00,11/8/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
2479,800,1446,Critical Illness Platinum health insurance Complaint,11/6/2016 0:00,11/7/2016 0:00,Complaint,Net Banking,Case can be closed. Service can be a notch higher,,
569,800,2503,Ergo Home Insurance home insurance Product Support,11/6/2016 0:00,11/7/2016 0:00,Product Support,Phone Banking,Case can be closed. Service can be a notch higher,,
2514,258,1821,Regular Fixed Deposit fixed deposit Enquiry,5/7/2016 0:00,5/7/2016 0:00,Enquiry,Branch,satisfied with the customer support ,,
907,151,2634,New Car Loan car loan Enquiry,11/6/2016 0:00,11/6/2016 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
888,842,2418,Emergency Personal Loan Personal Loan Enquiry,11/3/2016 0:00,11/4/2016 0:00,Enquiry,Branch,Average service. Need quicker resolution to my problem,,
995,217,3805,Critical Illness Platinum health insurance Complaint,11/2/2016 0:00,11/2/2016 0:00,Complaint,Phone Banking,quick turnaround in addressing the complaint. Happy with the customer service,,
1310,680,268,New Car Loan car loan Product Support,11/2/2016 0:00,11/2/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
1865,676,2982,SavingsMax Account savings account Product Support,11/1/2016 0:00,11/1/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
1717,262,1637,National Home Loan home loan Enquiry,11/1/2016 0:00,11/1/2016 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
464,262,1637,National Home Loan home loan Complaint,11/1/2016 0:00,11/1/2016 0:00,Complaint,Phone Banking,Issue resolved,,
1764,63,4074,Foreign Education Loan educational loan Complaint,11/1/2016 0:00,11/1/2016 0:00,Complaint,Branch,Good customer experience. Reduced the interest rate to my expectation,,
1023,538,3543,Private Car Insurance motor insurance Complaint,10/30/2016 0:00,10/30/2016 0:00,Complaint,Branch,Fantastic. my service charges waived for an entire year,,
527,538,3543,Private Car Insurance motor insurance Product Support,10/30/2016 0:00,10/30/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
73,439,2549,Ergo Home Insurance home insurance Enquiry,10/30/2016 0:00,10/30/2016 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
1759,448,2949,New Car Loan car loan Enquiry,10/29/2016 0:00,10/29/2016 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
414,448,2949,New Car Loan car loan Complaint,10/29/2016 0:00,10/29/2016 0:00,Complaint,Branch,bank official addressed my complaints to my expectation,,
1050,105,1984,Critical Illness Platinum health insurance Enquiry,10/28/2016 0:00,10/28/2016 0:00,Enquiry,Branch,satisfied with the customer support ,,
904,105,1984,Critical Illness Platinum health insurance Complaint,10/28/2016 0:00,10/28/2016 0:00,Complaint,Net Banking,Relationship manager was prompt. Addressed the issue and reverted the service charges,,
2432,105,3910,National Life Cancer Care life insurance Complaint,10/28/2016 0:00,10/28/2016 0:00,Complaint,Phone Banking,Relationship manager was prompt. Addressed the issue and reverted the service charges,,
1665,105,3910,National Life Cancer Care life insurance Product Support,10/28/2016 0:00,10/28/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
2294,105,687,National Home Loan home loan Enquiry,10/28/2016 0:00,10/28/2016 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
1075,729,4453,Emergency Personal Loan Personal Loan Enquiry,10/26/2016 0:00,10/27/2016 0:00,Enquiry,Net Banking,satisfactory service. Service can be improved,,
135,908,2584,SavingsMax Account current account Enquiry,10/26/2016 0:00,10/28/2016 0:00,Enquiry,Branch,Very disappointed. Very High service charges.,,
225,284,300,Regular Fixed Deposit fixed deposit Complaint,10/17/2016 0:00,10/17/2016 0:00,Complaint,Branch,Issue resolved,,
2712,551,1270,New Car Loan car loan Enquiry,10/26/2016 0:00,10/26/2016 0:00,Enquiry,Branch,satisfied with the customer support ,,
1283,551,1270,New Car Loan car loan Product Support,10/26/2016 0:00,10/26/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
1709,542,417,Emergency Personal Loan Personal Loan Product Support,10/25/2016 0:00,10/25/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
803,542,4282,National Life Cancer Care life insurance Enquiry,10/25/2016 0:00,10/25/2016 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
604,542,4282,National Life Cancer Care life insurance Complaint,10/25/2016 0:00,10/25/2016 0:00,Complaint,Net Banking,Fantastic. my service charges waived for an entire year,,
535,542,4282,National Life Cancer Care life insurance Product Support,10/25/2016 0:00,10/25/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
2898,278,4615,Ergo Home Insurance home insurance Product Support,10/25/2016 0:00,10/25/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
2386,706,3172,New Car Loan car loan Product Support,10/25/2016 0:00,10/26/2016 0:00,Product Support,Net Banking,satisfactory service. Service can be improved,,
1021,706,3172,New Car Loan car loan Enquiry,10/25/2016 0:00,10/26/2016 0:00,Enquiry,Net Banking,satisfactory service. Service can be improved,,
2598,653,768,Private Car Insurance motor insurance Product Support,10/25/2016 0:00,10/25/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
1067,610,4391,SavingsMax Account savings account Product Support,10/24/2016 0:00,10/24/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
898,623,2548,Emergency Personal Loan Personal Loan Product Support,10/23/2016 0:00,10/23/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
47,292,4379,New Car Loan car loan Enquiry,10/23/2016 0:00,10/23/2016 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
744,284,4605,Regular Fixed Deposit fixed deposit Complaint,5/10/2017 0:00,5/10/2017 0:00,Complaint,Branch,Issue resolved,,
2942,286,2653,Sweep In Facility fixed deposit Enquiry,1/2/2014 0:00,1/2/2014 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
237,461,1708,Emergency Personal Loan Personal Loan Complaint,10/21/2016 0:00,10/21/2016 0:00,Complaint,Branch,bank official addressed my complaints to my expectation,,
498,290,1245,Regular Fixed Deposit fixed deposit Complaint,5/16/2016 0:00,5/16/2016 0:00,Complaint,Branch,Issue resolved,,
1060,826,4068,National Home Loan home loan Product Support,10/21/2016 0:00,10/22/2016 0:00,Product Support,Net Banking,Average service. Need quicker resolution to my problem,,
801,311,4870,Private Car Insurance motor insurance Enquiry,10/21/2016 0:00,10/21/2016 0:00,Enquiry,Branch,satisfied with the customer support ,,
1521,311,4868,Foreign Education Loan educational loan Product Support,10/21/2016 0:00,10/21/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
2846,294,3880,Regular Fixed Deposit fixed deposit Enquiry,6/15/2016 0:00,6/15/2016 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
2114,778,2240,SavingsMax Account savings account Enquiry,10/19/2016 0:00,10/20/2016 0:00,Enquiry,Phone Banking,Case can be closed. Service can be a notch higher,,
1217,778,2240,SavingsMax Account savings account Complaint,10/19/2016 0:00,10/20/2016 0:00,Complaint,Phone Banking,Case can be closed. Service can be a notch higher,,
2922,778,224,Critical Illness Platinum health insurance Product Support,10/19/2016 0:00,10/20/2016 0:00,Product Support,Branch,Case can be closed. Service can be a notch higher,,
2510,52,3963,National Life Cancer Care life insurance Complaint,10/19/2016 0:00,10/19/2016 0:00,Complaint,Phone Banking,Good customer experience. Reduced the interest rate to my expectation,,
1106,82,1317,SavingsMax Account current account Enquiry,10/19/2016 0:00,10/19/2016 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
468,82,1317,SavingsMax Account current account Product Support,10/19/2016 0:00,10/19/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
162,82,1317,SavingsMax Account current account Complaint,10/19/2016 0:00,10/19/2016 0:00,Complaint,Branch,Good customer experience. Reduced the interest rate to my expectation,,
2483,886,1943,National Home Loan home loan Product Support,10/19/2016 0:00,10/20/2016 0:00,Product Support,Phone Banking,Should have competitive interest rates compared to other bank,,
763,406,725,SavingsMax Account current account Complaint,10/18/2016 0:00,10/18/2016 0:00,Complaint,Net Banking,bank official addressed my complaints to my expectation,,
663,635,4813,National Life Cancer Care life insurance Enquiry,10/17/2016 0:00,10/17/2016 0:00,Enquiry,Branch,satisfied with the customer support ,,
792,865,532,SavingsMax Account current account Product Support,10/17/2016 0:00,10/18/2016 0:00,Product Support,Branch,Should have competitive interest rates compared to other bank,,
1148,865,707,SavingsMax Account savings account Enquiry,10/17/2016 0:00,10/18/2016 0:00,Enquiry,Phone Banking,Should have competitive interest rates compared to other bank,,
399,865,707,SavingsMax Account savings account Complaint,10/17/2016 0:00,10/18/2016 0:00,Complaint,Branch,Should have competitive interest rates compared to other bank,,
2896,865,4283,New Car Loan car loan Product Support,10/17/2016 0:00,10/18/2016 0:00,Product Support,Net Banking,Should have competitive interest rates compared to other bank,,
2648,318,1010,Super Saver Facility fixed deposit Enquiry,3/23/2015 0:00,3/23/2015 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
2644,318,1010,Super Saver Facility fixed deposit Product Support,3/29/2017 0:00,3/29/2017 0:00,Product Support,Net Banking,satisfied with the customer support ,,
1542,823,4464,Private Car Insurance motor insurance Product Support,10/17/2016 0:00,10/18/2016 0:00,Product Support,Branch,Average service. Need quicker resolution to my problem,,
1456,823,4464,Private Car Insurance motor insurance Complaint,10/17/2016 0:00,10/18/2016 0:00,Complaint,Net Banking,Average service. Need quicker resolution to my problem,,
486,318,2929,Super Saver Facility fixed deposit Complaint,1/23/2017 0:00,1/23/2017 0:00,Complaint,Branch,Satisfied. Offered some freebees,,
2770,544,4994,Ergo Home Insurance home insurance Product Support,10/16/2016 0:00,10/16/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
2169,544,4994,Ergo Home Insurance home insurance Complaint,10/16/2016 0:00,10/16/2016 0:00,Complaint,Branch,Fantastic. my service charges waived for an entire year,,
2711,441,4517,National Home Loan home loan Product Support,10/15/2016 0:00,10/15/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
841,441,4517,National Home Loan home loan Complaint,10/15/2016 0:00,10/15/2016 0:00,Complaint,Net Banking,bank official addressed my complaints to my expectation,,
1726,925,1585,Foreign Education Loan educational loan Complaint,10/13/2016 0:00,10/15/2016 0:00,Complaint,Net Banking,Very disappointed. Very High service charges.,,
2439,887,141,Private Car Insurance motor insurance Product Support,10/13/2016 0:00,10/14/2016 0:00,Product Support,Branch,Should have competitive interest rates compared to other bank,,
1821,654,2660,Ergo Home Insurance home insurance Complaint,10/12/2016 0:00,10/12/2016 0:00,Complaint,Branch,Happy with the service,,
1750,654,2660,Ergo Home Insurance home insurance Product Support,10/12/2016 0:00,10/12/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
2259,272,242,New Car Loan car loan Product Support,10/11/2016 0:00,10/11/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
2697,380,2632,Emergency Personal Loan Personal Loan Product Support,10/11/2016 0:00,10/11/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
30,498,578,Emergency Personal Loan Personal Loan Complaint,10/11/2016 0:00,10/11/2016 0:00,Complaint,Branch,Fantastic. my service charges waived for an entire year,,
1738,601,570,SavingsMax Account current account Complaint,10/10/2016 0:00,10/10/2016 0:00,Complaint,Net Banking,committed to serving the customers,,
340,601,4073,New Car Loan car loan Product Support,10/10/2016 0:00,10/10/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
1966,407,4761,Ergo Home Insurance home insurance Complaint,10/10/2016 0:00,10/10/2016 0:00,Complaint,Net Banking,bank official addressed my complaints to my expectation,,
1824,264,3390,National Home Loan home loan Complaint,10/8/2016 0:00,10/8/2016 0:00,Complaint,Branch,Issue resolved,,
449,282,1687,National Home Loan home loan Complaint,10/7/2016 0:00,10/7/2016 0:00,Complaint,Phone Banking,Issue resolved,,
742,898,3340,National Life Cancer Care life insurance Enquiry,10/6/2016 0:00,10/7/2016 0:00,Enquiry,Net Banking,Should have competitive interest rates compared to other bank,,
2900,142,1675,National Home Loan home loan Product Support,10/4/2016 0:00,10/4/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
1275,952,824,SavingsMax Account current account Complaint,10/2/2016 0:00,10/4/2016 0:00,Complaint,Branch,Interest Rates are high compared to other banks. Thinking of switching to another bank.,,
1421,139,2091,Critical Illness Platinum health insurance Complaint,10/1/2016 0:00,10/1/2016 0:00,Complaint,Phone Banking,Relationship manager was prompt. Addressed the issue and reverted the service charges,,
1121,284,3418,Emergency Personal Loan Personal Loan Enquiry,10/1/2016 0:00,10/1/2016 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
634,639,4524,National Home Loan home loan Enquiry,10/1/2016 0:00,10/1/2016 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
1861,16,2690,Foreign Education Loan educational loan Complaint,9/30/2016 0:00,9/30/2016 0:00,Complaint,Net Banking,the complaint was addressed in timely manner to my satisfaction,,
2480,16,4525,Private Car Insurance motor insurance Enquiry,9/30/2016 0:00,9/30/2016 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
1285,16,4525,Private Car Insurance motor insurance Complaint,9/30/2016 0:00,9/30/2016 0:00,Complaint,Net Banking,the complaint was addressed in timely manner to my satisfaction,,
1850,45,846,National Home Loan home loan Product Support,9/30/2016 0:00,9/30/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
249,127,3960,Critical Illness Platinum health insurance Complaint,9/30/2016 0:00,9/30/2016 0:00,Complaint,Branch,Relationship manager was prompt. Addressed the issue and reverted the service charges,,
2999,9,4038,National Life Cancer Care life insurance Complaint,9/30/2016 0:00,9/30/2016 0:00,Complaint,Phone Banking,the complaint was addressed in timely manner to my satisfaction,,
2642,935,3589,Foreign Education Loan educational loan Enquiry,9/29/2016 0:00,10/1/2016 0:00,Enquiry,Phone Banking,Interest Rates are high compared to other banks. Thinking of switching to another bank.,,
477,862,3686,SavingsMax Account savings account Complaint,9/29/2016 0:00,9/30/2016 0:00,Complaint,Branch,Should have competitive interest rates compared to other bank,,
2599,433,1173,Ergo Home Insurance home insurance Product Support,9/29/2016 0:00,9/29/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
1697,433,3908,Emergency Personal Loan Personal Loan Complaint,9/29/2016 0:00,9/29/2016 0:00,Complaint,Phone Banking,bank official addressed my complaints to my expectation,,
851,100,2166,SavingsMax Account savings account Complaint,9/29/2016 0:00,9/29/2016 0:00,Complaint,Phone Banking,Good customer experience. Reduced the interest rate to my expectation,,
118,100,2166,SavingsMax Account savings account Product Support,9/29/2016 0:00,9/29/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
1972,114,4795,SavingsMax Account savings account Complaint,9/29/2016 0:00,9/29/2016 0:00,Complaint,Net Banking,Relationship manager was prompt. Addressed the issue and reverted the service charges,,
2099,590,2861,Critical Illness Platinum health insurance Product Support,9/29/2016 0:00,9/29/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
1098,590,2861,Critical Illness Platinum health insurance Complaint,9/29/2016 0:00,9/29/2016 0:00,Complaint,Branch,committed to serving the customers,,
2470,590,1064,Private Car Insurance motor insurance Complaint,9/29/2016 0:00,9/29/2016 0:00,Complaint,Net Banking,committed to serving the customers,,
353,590,650,Private Car Insurance motor insurance Enquiry,9/29/2016 0:00,9/29/2016 0:00,Enquiry,Phone Banking,satisfied with the customer support ,,
1545,12,1130,Private Car Insurance motor insurance Product Support,9/28/2016 0:00,9/28/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
2125,18,1636,Emergency Personal Loan Personal Loan Product Support,9/27/2016 0:00,9/27/2016 0:00,Product Support,Net Banking,satisfied with the customer support ,,
1035,18,1636,Emergency Personal Loan Personal Loan Complaint,9/27/2016 0:00,9/27/2016 0:00,Complaint,Branch,the complaint was addressed in timely manner to my satisfaction,,
1779,81,467,National Home Loan home loan Complaint,9/26/2016 0:00,9/26/2016 0:00,Complaint,Branch,Good customer experience. Reduced the interest rate to my expectation,,
1980,867,1408,Ergo Home Insurance home insurance Product Support,9/25/2016 0:00,9/26/2016 0:00,Product Support,Branch,Should have competitive interest rates compared to other bank,,
1903,867,1408,Ergo Home Insurance home insurance Enquiry,9/25/2016 0:00,9/26/2016 0:00,Enquiry,Net Banking,Should have competitive interest rates compared to other bank,,
844,867,1408,Ergo Home Insurance home insurance Complaint,9/25/2016 0:00,9/26/2016 0:00,Complaint,Net Banking,Should have competitive interest rates compared to other bank,,
427,944,240,SavingsMax Account current account Enquiry,9/23/2016 0:00,9/25/2016 0:00,Enquiry,Net Banking,Interest Rates are high compared to other banks. Thinking of switching to another bank.,,
2012,783,335,New Car Loan car loan Product Support,9/21/2016 0:00,9/22/2016 0:00,Product Support,Phone Banking,Case can be closed. Service can be a notch higher,,
2364,509,3321,National Life Cancer Care life insurance Product Support,9/21/2016 0:00,9/21/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
1555,509,3321,National Life Cancer Care life insurance Complaint,9/21/2016 0:00,9/21/2016 0:00,Complaint,Net Banking,Fantastic. my service charges waived for an entire year,,
1546,509,4532,SavingsMax Account savings account Enquiry,9/21/2016 0:00,9/21/2016 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
731,509,4532,SavingsMax Account savings account Complaint,9/21/2016 0:00,9/21/2016 0:00,Complaint,Phone Banking,Fantastic. my service charges waived for an entire year,,
2863,658,2330,SavingsMax Account current account Complaint,9/19/2016 0:00,9/19/2016 0:00,Complaint,Net Banking,Happy with the service,,
1152,658,2330,SavingsMax Account current account Product Support,9/19/2016 0:00,9/19/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
101,658,2330,SavingsMax Account current account Complaint,9/19/2016 0:00,9/19/2016 0:00,Complaint,Phone Banking,Happy with the service,,
2286,225,3637,National Home Loan home loan Enquiry,9/17/2016 0:00,9/17/2016 0:00,Enquiry,Branch,satisfied with the customer support ,,
1842,225,3637,National Home Loan home loan Complaint,9/17/2016 0:00,9/17/2016 0:00,Complaint,Branch,quick turnaround in addressing the complaint. Happy with the customer service,,
2930,287,3671,Private Car Insurance motor insurance Product Support,9/17/2016 0:00,9/17/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
276,513,820,Critical Illness Platinum health insurance Product Support,9/16/2016 0:00,9/16/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
1698,122,308,Ergo Home Insurance home insurance Product Support,9/14/2016 0:00,9/14/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
610,122,308,Ergo Home Insurance home insurance Complaint,9/14/2016 0:00,9/14/2016 0:00,Complaint,Net Banking,Relationship manager was prompt. Addressed the issue and reverted the service charges,,
727,605,2200,Ergo Home Insurance home insurance Complaint,9/14/2016 0:00,9/14/2016 0:00,Complaint,Net Banking,committed to serving the customers,,
434,306,4403,National Life Cancer Care life insurance Complaint,9/14/2016 0:00,9/14/2016 0:00,Complaint,Phone Banking,Satisfied. Offered some freebees,,
2784,204,4687,National Home Loan home loan Complaint,9/14/2016 0:00,9/14/2016 0:00,Complaint,Branch,quick turnaround in addressing the complaint. Happy with the customer service,,
982,204,4687,National Home Loan home loan Enquiry,9/14/2016 0:00,9/14/2016 0:00,Enquiry,Net Banking,satisfied with the customer support ,,
1341,338,2514,Super Saver Facility fixed deposit Complaint,3/20/2016 0:00,3/20/2016 0:00,Complaint,Branch,Satisfied. Offered some freebees,,
2631,925,4013,Ergo Home Insurance home insurance Product Support,9/13/2016 0:00,9/15/2016 0:00,Product Support,Branch,Very disappointed. Very High service charges.,,
1053,81,2275,New Car Loan car loan Product Support,9/12/2016 0:00,9/12/2016 0:00,Product Support,Branch,satisfied with the customer support ,,
2773,758,4692,Critical Illness Platinum health insurance Product Support,9/12/2016 0:00,9/13/2016 0:00,Product Support,Net Banking,Case can be closed. Service can be a notch higher,,
767,758,4692,Critical Illness Platinum health insurance Enquiry,9/12/2016 0:00,9/13/2016 0:00,Enquiry,Phone Banking,Case can be closed. Service can be a notch higher,,
2312,290,4957,SavingsMax Account savings account Complaint,9/11/2016 0:00,9/11/2016 0:00,Complaint,Phone Banking,Issue resolved,,
1097,290,4957,SavingsMax Account savings account Product Support,9/11/2016 0:00,9/11/2016 0:00,Product Support,Phone Banking,satisfied with the customer support ,,
2151,346,105,Sweep In Facility fixed deposit Complaint,9/7/2016 0:00,9/7/2016 0:00,Complaint,Branch,Satisfied. Offered some freebees,,
2107,346,105,Sweep In Facility fixed deposit Product Support,12/30/2015 0:00,12/30/2015 0:00,Product Support,Net Banking,satisfied with the customer support ,,
461,739,4168,Life Easy Health life insurance Product Support,9/10/2016 0:00,9/11/2016 0:00,Product Support,Phone Banking,satisfactory service. Service can be improved,,
123,739,4168,Life Easy Health life insurance Complaint,9/10/2016 0:00,9/11/2016 0:00,Complaint,Branch,satisfactory service. Service can be improved,,
