product_id,product_name,product_type,product_description,issue_date,valid_till_date,account_status,credit_card_limit,interest_rate,tenure,service_charges,customer_id,fd_principal_amount,loan_collateral_value,loan_amount
3158,Foreign Education Loan,educational loan,Foreign Education Loan,7/14/2016,1/1/1999,open,0,10,120,,808,0,1250000,1200000
3384,Super Saver Facility,fixed deposit,Super Saver Facility,9/24/2014,1/1/1999,open,0,9,60,,366,1000000,,
247,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,7/14/2016,1/1/1999,open,0,14,60,,717,0,800000,700000
908,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,7/14/2016,1/1/1999,open,0,14,60,,300,0,800000,700000
107,Private Car Insurance,motor insurance,Private Car Insurance,7/14/2016,1/1/1999,open,,,,,205,,,
4132,Critical Illness Platinum,health insurance,Critical Illness Platinum,7/13/2016,1/1/1999,open,0,0,0,2000,98,0,0,0
4269,New Car Loan,car loan,New Car Loan,7/13/2016,1/1/1999,open,0,9.25,84,,98,0,850000,800000
1283,New Car Loan,car loan,New Car Loan,7/13/2016,1/1/1999,open,0,9.25,84,,98,0,850000,800000
1103,National Home Loan,home loan,National Home Loan,7/13/2016,1/1/1999,open,0,10,240,0,98,0,2500000,2000000
3074,Foreign Education Loan,educational loan,Foreign Education Loan,7/13/2016,1/1/1999,open,0,10,120,,98,0,1250000,1200000
2523,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,7/13/2016,1/1/1999,open,0,14,60,,98,0,800000,700000
4970,Foreign Education Loan,educational loan,Foreign Education Loan,7/13/2016,1/1/1999,open,0,10,120,,98,0,1250000,1200000
2589,Foreign Education Loan,educational loan,Foreign Education Loan,7/13/2016,1/1/1999,open,0,10,120,,98,0,1250000,1200000
4090,Life Easy Health,life insurance,Life Easy Health,7/13/2016,1/1/1999,open,0,0,240,8000,300,0,0,0
178,Apex Current Account,current account,Apex Current Account,7/12/2016,1/1/1999,open,,,,,107,,,
1400,Home Gaurd Insurance,home insurance,Home Gaurd Insurance,7/12/2016,1/1/1999,open,0,0,84,7000,121,0,0,0
203,National Home Loan,home loan,National Home Loan,7/12/2016,1/1/1999,open,0,10,240,0,562,0,2500000,2000000
1223,Foreign Education Loan,educational loan,Foreign Education Loan,7/12/2016,1/1/1999,open,0,10,120,,658,0,1250000,1200000
3067,Life Easy Health,life insurance,Life Easy Health,7/12/2016,1/1/1999,open,0,0,240,8000,466,0,0,0
3863,Life Easy Health,life insurance,Life Easy Health,7/12/2016,1/1/1999,open,0,0,240,8000,466,0,0,0
741,SavingsMax Account,savings account,SavingsMax Account,7/12/2016,1/1/1999,open,,,,,466,,,
2052,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,7/12/2016,1/1/1999,open,0,14,60,,524,0,800000,700000
3627,Private Car Insurance,motor insurance,Private Car Insurance,7/12/2016,1/1/1999,open,,,,,837,,,
4636,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,7/12/2016,1/1/1999,open,0,14,60,,22,0,800000,700000
4356,Regular Fixed Deposit,fixed deposit,Regular Fixed Deposit,4/30/2016,1/1/1999,open,0,9,60,,367,1000000,,
1683,Private Car Insurance,motor insurance,Private Car Insurance,7/11/2016,1/1/1999,open,,,,,612,,,
3503,Home Gaurd Insurance,home insurance,Home Gaurd Insurance,7/11/2016,1/1/1999,open,0,0,84,7000,851,0,0,0
56,National Home Loan,home loan,National Home Loan,7/10/2016,1/1/1999,open,0,10,240,0,921,0,2500000,2000000
3206,Regular Fixed Deposit,fixed deposit,Regular Fixed Deposit,2/7/2017,1/1/1999,open,0,9,60,,368,1000000,,
4396,New Car Loan,car loan,New Car Loan,7/9/2016,1/1/1999,open,0,9.25,84,,264,0,850000,800000
4514,Regular Fixed Deposit,fixed deposit,Regular Fixed Deposit,12/21/2016,1/1/1999,open,0,9,60,,371,1000000,,
3802,New Car Loan,car loan,New Car Loan,7/8/2016,1/1/1999,open,0,9.25,84,,588,0,850000,800000
2261,National Home Loan,home loan,National Home Loan,7/8/2016,1/1/1999,open,0,10,240,0,454,0,2500000,2000000
933,Life Easy Health,life insurance,Life Easy Health,7/8/2016,1/1/1999,open,0,0,240,8000,78,0,0,0
3062,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,7/8/2016,1/1/1999,open,0,14,60,,515,0,800000,700000
2313,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,7/8/2016,1/1/1999,open,0,14,60,,909,0,800000,700000
2470,Critical Illness Platinum,health insurance,Critical Illness Platinum,7/7/2016,1/1/1999,open,0,0,0,2000,31,0,0,0
2433,SavingsMax Account,savings account,SavingsMax Account,7/7/2016,1/1/1999,open,,,,,33,,,
2596,Home Gaurd Insurance,home insurance,Home Gaurd Insurance,7/7/2016,1/1/1999,open,0,0,84,7000,122,0,0,0
4808,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,7/7/2016,1/1/1999,open,0,14,60,,833,0,800000,700000
4711,SavingsMax Account,savings account,SavingsMax Account,7/7/2016,1/1/1999,open,,,,,137,,,
1738,New Car Loan,car loan,New Car Loan,7/6/2016,1/1/1999,open,0,9.25,84,,717,0,850000,800000
3976,Life Easy Health,life insurance,Life Easy Health,7/6/2016,1/1/1999,open,0,0,240,8000,142,0,0,0
2001,Life Easy Health,life insurance,Life Easy Health,7/6/2016,1/1/1999,open,0,0,240,8000,455,0,0,0
3940,Life Easy Health,life insurance,Life Easy Health,7/6/2016,1/1/1999,open,0,0,240,8000,3,0,0,0
3334,Private Car Insurance,motor insurance,Private Car Insurance,7/6/2016,1/1/1999,open,,,,,3,,,
282,Life Easy Health,life insurance,Life Easy Health,7/6/2016,1/1/1999,open,0,0,240,8000,472,0,0,0
4234,Foreign Education Loan,educational loan,Foreign Education Loan,7/6/2016,1/1/1999,open,0,10,120,,730,0,1250000,1200000
1828,Private Car Insurance,motor insurance,Private Car Insurance,7/5/2016,1/1/1999,open,,,,,374,,,
3687,National Home Loan,home loan,National Home Loan,7/5/2016,1/1/1999,open,0,10,240,0,411,0,2500000,2000000
990,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,7/5/2016,1/1/1999,open,0,14,60,,143,0,800000,700000
1929,Regular Fixed Deposit,fixed deposit,Regular Fixed Deposit,1/1/2017,1/1/1999,open,0,9,60,,372,1000000,,
1025,Regular Fixed Deposit,fixed deposit,Regular Fixed Deposit,8/28/2016,1/1/1999,open,0,8.5,12,,377,150000,,
1749,Critical Illness Platinum,health insurance,Critical Illness Platinum,7/5/2016,1/1/1999,open,0,0,0,2000,104,0,0,0
58,Private Car Insurance,motor insurance,Private Car Insurance,7/5/2016,1/1/1999,open,,8.5,12,,104,150000,,
4604,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,7/5/2016,1/1/1999,open,0,14,60,,104,0,800000,700000
653,Regular Fixed Deposit,fixed deposit,Regular Fixed Deposit,4/2/2016,1/1/1999,open,0,8.5,12,,384,150000,,
4948,SavingsMax Account,savings account,SavingsMax Account,7/5/2016,1/1/1999,open,,8.5,12,,104,150000,,
4028,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,7/5/2016,1/1/1999,open,0,14,60,,104,0,800000,700000
3521,Foreign Education Loan,educational loan,Foreign Education Loan,7/5/2016,1/1/1999,open,0,10,120,,507,0,1250000,1200000
494,Ultima Current Account,current account,Ultima Current Account,7/5/2016,1/1/1999,open,,,,,805,,,
891,SavingsMax Account,savings account,SavingsMax Account,7/5/2016,1/1/1999,open,,,,,805,,,
1296,Apex Current Account,current account,Apex Current Account,7/4/2016,1/1/1999,open,,,,,792,,,
2187,Home Gaurd Insurance,home insurance,Home Gaurd Insurance,7/4/2016,1/1/1999,open,0,0,84,7000,232,0,0,0
3213,Super Saver Facility,fixed deposit,Super Saver Facility,5/20/2015,1/1/1999,open,0,8.5,12,,392,150000,,
681,National Home Loan,home loan,National Home Loan,7/4/2016,1/1/1999,open,0,10,240,0,408,0,2500000,2000000
3582,SavingsMax Account,savings account,SavingsMax Account,7/4/2016,1/1/1999,open,,,,,902,,,
4821,Regular Fixed Deposit,fixed deposit,Regular Fixed Deposit,6/11/2016,1/1/1999,open,0,8.5,12,,392,150000,,
1732,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,7/2/2016,1/1/1999,open,0,14,60,,252,0,800000,700000
2818,National Home Loan,home loan,National Home Loan,7/2/2016,1/1/1999,open,0,10,240,0,497,0,2500000,2000000
1302,SavingsMax Account,savings account,SavingsMax Account,7/1/2016,1/1/1999,open,,,,,586,,,
195,National Home Loan,home loan,National Home Loan,7/1/2016,1/1/1999,open,0,10,240,0,825,0,2500000,2000000
257,Apex Current Account,current account,Apex Current Account,7/1/2016,1/1/1999,open,,,,,817,,,
150,Regular Fixed Deposit,fixed deposit,Regular Fixed Deposit,5/28/2017,1/1/1999,open,0,8.5,12,,396,150000,,
2228,New Car Loan,car loan,New Car Loan,7/1/2016,1/1/1999,open,0,9.25,84,,678,0,850000,800000
60,Foreign Education Loan,educational loan,Foreign Education Loan,7/1/2016,1/1/1999,open,0,10,120,,678,0,1250000,1200000
2977,National Home Loan,home loan,National Home Loan,7/1/2016,1/1/1999,open,0,10,240,0,678,0,2500000,2000000
4496,National Home Loan,home loan,National Home Loan,7/1/2016,1/1/1999,open,0,10,240,0,333,0,2500000,2000000
1584,SavingsMax Account,savings account,SavingsMax Account,7/1/2016,1/1/1999,open,,,,,107,,,
2656,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,6/30/2016,1/1/1999,open,0,14,60,,124,0,800000,700000
4135,Life Easy Health,life insurance,Life Easy Health,6/30/2016,1/1/1999,open,0,0,240,8000,83,0,0,0
1794,Life Easy Health,life insurance,Life Easy Health,6/30/2016,1/1/1999,open,0,0,240,8000,83,0,0,0
1876,Foreign Education Loan,educational loan,Foreign Education Loan,6/30/2016,1/1/1999,open,0,10,120,,83,0,1250000,1200000
1560,New Car Loan,car loan,New Car Loan,6/30/2016,1/1/1999,open,0,9.25,84,,83,0,850000,800000
2036,Private Car Insurance,motor insurance,Private Car Insurance,6/30/2016,1/1/1999,open,,,,,463,,,
2049,Home Gaurd Insurance,home insurance,Home Gaurd Insurance,6/30/2016,1/1/1999,open,0,0,84,7000,449,0,0,0
2147,Regular Fixed Deposit,fixed deposit,Regular Fixed Deposit,5/28/2017,1/1/1999,open,0,8.5,12,,396,150000,,
1259,Life Easy Health,life insurance,Life Easy Health,6/30/2016,1/1/1999,open,0,0,240,8000,648,0,0,0
798,Regular Fixed Deposit,fixed deposit,Regular Fixed Deposit,11/12/2016,1/1/1999,open,0,8.5,12,,402,150000,,
2085,Critical Illness Platinum,health insurance,Critical Illness Platinum,6/29/2016,1/1/1999,open,0,0,0,2000,68,0,0,0
4737,Private Car Insurance,motor insurance,Private Car Insurance,6/29/2016,1/1/1999,open,,,,,622,,,
1710,Life Easy Health,life insurance,Life Easy Health,6/29/2016,1/1/1999,open,0,0,240,8000,410,0,0,0
2889,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,6/29/2016,1/1/1999,open,0,14,60,,263,0,800000,700000
1336,Sweep In Facility,fixed deposit,Sweep In Facility,8/28/2014,1/1/1999,open,0,8.5,12,,403,150000,,
4638,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,6/28/2016,1/1/1999,open,0,14,60,,451,0,800000,700000
2175,SavingsMax Account,savings account,SavingsMax Account,6/28/2016,1/1/1999,open,,,,,501,,,
4268,New Car Loan,car loan,New Car Loan,6/28/2016,1/1/1999,open,0,9.25,84,,501,0,850000,800000
4641,Super Saver Facility,fixed deposit,Super Saver Facility,7/19/2015,1/1/1999,open,0,8.5,12,,403,150000,,
2141,Private Car Insurance,motor insurance,Private Car Insurance,6/27/2016,1/1/1999,open,,,,,670,,,
2725,SavingsMax Account,savings account,SavingsMax Account,6/27/2016,1/1/1999,open,,,,,896,,,
4943,National Home Loan,home loan,National Home Loan,6/27/2016,1/1/1999,open,0,10,240,0,976,0,2500000,2000000
1513,SavingsMax Account,savings account,SavingsMax Account,6/27/2016,1/1/1999,open,,,,,976,,,
1963,Life Easy Health,life insurance,Life Easy Health,6/26/2016,1/1/1999,open,0,0,240,8000,646,0,0,0
2435,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,6/26/2016,1/1/1999,open,0,14,60,,646,0,800000,700000
476,National Home Loan,home loan,National Home Loan,6/26/2016,1/1/1999,open,0,10,240,0,646,0,2500000,2000000
3644,Critical Illness Platinum,health insurance,Critical Illness Platinum,6/26/2016,1/1/1999,open,0,0,0,2000,943,0,0,0
3777,Private Car Insurance,motor insurance,Private Car Insurance,6/26/2016,1/1/1999,open,,,,,933,,,
3795,SavingsMax Account,savings account,SavingsMax Account,6/26/2016,1/1/1999,closed,,,,,933,,,
349,Private Car Insurance,motor insurance,Private Car Insurance,6/26/2016,1/1/1999,open,,,,,933,,,
3316,Home Gaurd Insurance,home insurance,Home Gaurd Insurance,6/26/2016,1/1/1999,open,0,0,84,7000,56,0,0,0
2577,National Home Loan,home loan,National Home Loan,6/25/2016,1/1/1999,open,0,10,240,0,532,0,2500000,2000000
2520,Critical Illness Platinum,health insurance,Critical Illness Platinum,6/25/2016,1/1/1999,open,0,0,0,2000,532,0,0,0
3227,Private Car Insurance,motor insurance,Private Car Insurance,6/25/2016,1/1/1999,open,,,,,532,,,
3725,SavingsMax Account,savings account,SavingsMax Account,6/25/2016,1/1/1999,open,,,,,532,,,
3700,Life Easy Health,life insurance,Life Easy Health,6/25/2016,1/1/1999,open,0,0,240,8000,532,0,0,0
608,Sweep In Facility,fixed deposit,Sweep In Facility,8/10/2013,1/1/1999,open,0,8.5,12,,404,150000,,
4475,Private Car Insurance,motor insurance,Private Car Insurance,6/25/2016,1/1/1999,open,,,,,532,,,
3404,Critical Illness Platinum,health insurance,Critical Illness Platinum,6/25/2016,1/1/1999,open,0,0,0,2000,532,0,0,0
1224,Critical Illness Platinum,health insurance,Critical Illness Platinum,6/25/2016,1/1/1999,open,0,0,0,2000,540,0,0,0
3490,National Home Loan,home loan,National Home Loan,6/25/2016,1/1/1999,open,0,10,240,0,618,0,2500000,2000000
3656,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,6/24/2016,1/1/1999,open,0,14,60,,72,0,800000,700000
187,Home Gaurd Insurance,home insurance,Home Gaurd Insurance,6/24/2016,1/1/1999,open,0,0,84,7000,700,0,0,0
4540,SavingsMax Account,savings account,SavingsMax Account,6/24/2016,1/1/1999,open,,,,,941,,,
1994,Home Gaurd Insurance,home insurance,Home Gaurd Insurance,6/24/2016,1/1/1999,open,0,0,84,7000,941,0,0,0
715,Life Easy Health,life insurance,Life Easy Health,6/24/2016,1/1/1999,open,0,0,240,8000,941,0,0,0
771,Foreign Education Loan,educational loan,Foreign Education Loan,6/24/2016,1/1/1999,open,0,10,120,,941,0,1250000,1200000
1365,Super Saver Facility,fixed deposit,Super Saver Facility,1/1/2015,1/1/1999,open,0,8.5,12,,404,150000,,
1623,SavingsMax Account,savings account,SavingsMax Account,6/23/2016,1/1/1999,open,,,,,533,,,
4719,Critical Illness Platinum,health insurance,Critical Illness Platinum,6/23/2016,1/1/1999,open,0,0,0,2000,489,0,0,0
2696,Life Easy Health,life insurance,Life Easy Health,6/23/2016,1/1/1999,open,0,0,240,8000,489,0,0,0
144,Super Saver Facility,fixed deposit,Super Saver Facility,2/24/2016,1/1/1999,open,0,8.5,12,,405,150000,,
3432,New Car Loan,car loan,New Car Loan,6/23/2016,1/1/1999,open,0,9.25,84,,717,0,850000,800000
1085,Critical Illness Platinum,health insurance,Critical Illness Platinum,6/22/2016,1/1/1999,open,0,0,0,2000,603,0,0,0
57,National Home Loan,home loan,National Home Loan,6/22/2016,1/1/1999,open,0,10,240,0,792,0,2500000,2000000
3070,Life Easy Health,life insurance,Life Easy Health,6/22/2016,1/1/1999,open,0,0,240,8000,790,0,0,0
577,National Home Loan,home loan,National Home Loan,6/22/2016,1/1/1999,open,0,10,240,0,227,0,2500000,2000000
3318,SavingsMax Account,savings account,SavingsMax Account,6/22/2016,1/1/1999,open,,,,,241,,,
183,SavingsMax Account,savings account,SavingsMax Account,6/22/2016,1/1/1999,open,,,,,503,,,
1012,Foreign Education Loan,educational loan,Foreign Education Loan,6/22/2016,1/1/1999,open,0,10,120,,875,0,1250000,1200000
1759,SavingsMax Account,savings account,SavingsMax Account,6/22/2016,1/1/1999,open,,,,,875,,,
333,Ultima Current Account,current account,Ultima Current Account,6/22/2016,1/1/1999,closed,,,,,875,,,
3612,Private Car Insurance,motor insurance,Private Car Insurance,6/22/2016,1/1/1999,open,,,,,875,,,
3511,Foreign Education Loan,educational loan,Foreign Education Loan,6/22/2016,1/1/1999,open,0,10,120,,875,0,1250000,1200000
4321,Life Easy Health,life insurance,Life Easy Health,6/22/2016,1/1/1999,open,0,0,240,8000,911,0,0,0
1951,Private Car Insurance,motor insurance,Private Car Insurance,6/21/2016,1/1/1999,open,,,,,687,,,
3673,National Home Loan,home loan,National Home Loan,6/21/2016,1/1/1999,open,0,10,240,0,318,0,2500000,2000000
3651,Private Car Insurance,motor insurance,Private Car Insurance,6/21/2016,1/1/1999,open,,,,,687,,,
2973,Life Easy Health,life insurance,Life Easy Health,6/21/2016,1/1/1999,open,0,0,240,8000,687,0,0,0
1011,Private Car Insurance,motor insurance,Private Car Insurance,6/21/2016,1/1/1999,open,,,,,474,,,
3413,Foreign Education Loan,educational loan,Foreign Education Loan,6/20/2016,1/1/1999,open,0,10,120,,830,0,1250000,1200000
1269,New Car Loan,car loan,New Car Loan,6/20/2016,1/1/1999,open,0,9.25,84,,781,0,850000,800000
3138,Foreign Education Loan,educational loan,Foreign Education Loan,6/20/2016,1/1/1999,open,0,10,120,,427,0,1250000,1200000
3211,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,6/20/2016,1/1/1999,open,0,14,60,,427,0,800000,700000
2207,Life Easy Health,life insurance,Life Easy Health,6/20/2016,1/1/1999,open,0,0,240,8000,427,0,0,0
2669,Home Gaurd Insurance,home insurance,Home Gaurd Insurance,6/20/2016,1/1/1999,open,0,0,84,7000,367,0,0,0
1239,Private Car Insurance,motor insurance,Private Car Insurance,6/19/2016,1/1/1999,open,,,,,6,,,
4358,Life Easy Health,life insurance,Life Easy Health,6/18/2016,1/1/1999,open,0,0,240,8000,525,0,0,0
2473,Home Gaurd Insurance,home insurance,Home Gaurd Insurance,6/18/2016,1/1/1999,open,0,0,84,7000,896,0,0,0
4903,Home Gaurd Insurance,home insurance,Home Gaurd Insurance,6/17/2016,1/1/1999,open,0,0,84,7000,926,0,0,0
2756,Life Easy Health,life insurance,Life Easy Health,6/17/2016,1/1/1999,open,0,0,240,8000,926,0,0,0
1235,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,6/17/2016,1/1/1999,open,0,14,60,,926,0,800000,700000
1558,SavingsMax Account,savings account,SavingsMax Account,6/17/2016,1/1/1999,open,,,,,926,,,
4884,Super Saver Facility,fixed deposit,Super Saver Facility,6/11/2015,1/1/1999,open,0,8.5,12,,413,150000,,
3073,New Car Loan,car loan,New Car Loan,6/17/2016,1/1/1999,open,0,9.25,84,,798,0,850000,800000
1358,Life Easy Health,life insurance,Life Easy Health,6/16/2016,1/1/1999,open,0,0,240,8000,85,0,0,0
2282,Life Easy Health,life insurance,Life Easy Health,6/16/2016,1/1/1999,open,0,0,240,8000,498,0,0,0
1968,New Car Loan,car loan,New Car Loan,6/16/2016,1/1/1999,open,0,9.25,84,,472,0,850000,800000
4210,Regular Fixed Deposit,fixed deposit,Regular Fixed Deposit,11/28/2016,1/1/1999,open,0,8.5,12,,415,150000,,
297,National Home Loan,home loan,National Home Loan,6/14/2016,1/1/1999,open,0,10,240,0,45,0,2500000,2000000
2046,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,6/14/2016,1/1/1999,open,0,14,60,,518,0,800000,700000
808,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,6/13/2016,1/1/1999,open,0,14,60,,515,0,800000,700000
3238,Life Easy Health,life insurance,Life Easy Health,6/13/2016,1/1/1999,open,0,0,240,8000,914,0,0,0
4259,Life Easy Health,life insurance,Life Easy Health,6/13/2016,1/1/1999,open,0,0,240,8000,914,0,0,0
2081,Regular Fixed Deposit,fixed deposit,Regular Fixed Deposit,2/5/2017,1/1/1999,open,0,8.5,12,,417,150000,,
4774,Critical Illness Platinum,health insurance,Critical Illness Platinum,6/12/2016,1/1/1999,open,0,0,0,2000,179,0,0,0
964,Critical Illness Platinum,health insurance,Critical Illness Platinum,6/12/2016,1/1/1999,open,0,0,0,2000,301,0,0,0
4505,SavingsMax Account,savings account,SavingsMax Account,6/11/2016,1/1/1999,open,,,,,744,,,
967,Home Gaurd Insurance,home insurance,Home Gaurd Insurance,6/11/2016,1/1/1999,open,0,0,84,7000,143,0,0,0
1291,Regular Fixed Deposit,fixed deposit,Regular Fixed Deposit,1/9/2017,1/1/1999,open,0,8.5,12,,418,150000,,
1780,Life Easy Health,life insurance,Life Easy Health,6/10/2016,1/1/1999,open,0,0,240,8000,374,0,0,0
4755,SavingsMax Account,savings account,SavingsMax Account,6/10/2016,1/1/1999,open,,,,,606,,,
728,Foreign Education Loan,educational loan,Foreign Education Loan,6/10/2016,1/1/1999,open,0,10,120,,572,0,1250000,1200000
3517,National Home Loan,home loan,National Home Loan,6/9/2016,1/1/1999,open,0,10,240,0,637,0,2500000,2000000
4,Life Easy Health,life insurance,Life Easy Health,6/9/2016,1/1/1999,open,0,0,240,8000,686,0,0,0
4568,SavingsMax Account,savings account,SavingsMax Account,6/9/2016,1/1/1999,open,,,,,732,,,
332,SavingsMax Account,savings account,SavingsMax Account,6/7/2016,1/1/1999,open,,,,,356,,,
4051,Home Gaurd Insurance,home insurance,Home Gaurd Insurance,6/6/2016,1/1/1999,open,0,0,84,7000,293,0,0,0
2710,Life Easy Health,life insurance,Life Easy Health,6/6/2016,1/1/1999,open,0,0,240,8000,628,0,0,0
894,Critical Illness Platinum,health insurance,Critical Illness Platinum,6/6/2016,1/1/1999,open,0,0,0,2000,628,0,0,0
1009,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,6/6/2016,1/1/1999,open,0,14,60,,556,0,800000,700000
2192,Life Easy Health,life insurance,Life Easy Health,6/6/2016,1/1/1999,open,0,0,240,8000,556,0,0,0
4079,Private Car Insurance,motor insurance,Private Car Insurance,6/6/2016,1/1/1999,open,,,,,556,,,
270,New Car Loan,car loan,New Car Loan,6/6/2016,1/1/1999,open,0,9.25,84,,421,0,850000,800000
2516,National Home Loan,home loan,National Home Loan,6/6/2016,1/1/1999,open,0,10,240,0,53,0,2500000,2000000
2087,New Car Loan,car loan,New Car Loan,6/6/2016,1/1/1999,open,0,9.25,84,,78,0,850000,800000
1652,Life Easy Health,life insurance,Life Easy Health,6/5/2016,1/1/1999,open,0,0,240,8000,882,0,0,0
3244,Foreign Education Loan,educational loan,Foreign Education Loan,6/5/2016,1/1/1999,open,0,10,120,,882,0,1250000,1200000
3997,Home Gaurd Insurance,home insurance,Home Gaurd Insurance,6/5/2016,1/1/1999,open,0,0,84,7000,882,0,0,0
2759,SavingsMax Account,savings account,SavingsMax Account,6/5/2016,1/1/1999,open,,,,,882,,,
439,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,6/5/2016,1/1/1999,open,0,14,60,,955,0,800000,700000
2833,Home Gaurd Insurance,home insurance,Home Gaurd Insurance,6/5/2016,1/1/1999,open,0,0,84,7000,676,0,0,0
1668,SavingsMax Account,savings account,SavingsMax Account,6/5/2016,1/1/1999,open,,,,,476,,,
385,Critical Illness Platinum,health insurance,Critical Illness Platinum,6/5/2016,1/1/1999,open,0,0,0,2000,161,0,0,0
2201,Super Saver Facility,fixed deposit,Super Saver Facility,6/25/2015,1/1/1999,open,0,8.5,12,,419,150000,,
2274,Private Car Insurance,motor insurance,Private Car Insurance,6/3/2016,1/1/1999,open,,,,,137,,,
246,Private Car Insurance,motor insurance,Private Car Insurance,6/3/2016,1/1/1999,open,,,,,564,,,
275,New Car Loan,car loan,New Car Loan,6/3/2016,1/1/1999,open,0,9.25,84,,983,0,850000,800000
4866,Private Car Insurance,motor insurance,Private Car Insurance,6/2/2016,1/1/1999,open,,,,,991,,,
1373,Foreign Education Loan,educational loan,Foreign Education Loan,6/2/2016,1/1/1999,open,0,10,120,,794,0,1250000,1200000
1355,SavingsMax Account,savings account,SavingsMax Account,6/2/2016,1/1/1999,closed,,,,,820,,,
1008,New Car Loan,car loan,New Car Loan,6/2/2016,1/1/1999,open,0,9.25,84,,8,0,850000,800000
1716,Critical Illness Platinum,health insurance,Critical Illness Platinum,6/2/2016,1/1/1999,open,0,0,0,2000,744,0,0,0
1521,Foreign Education Loan,educational loan,Foreign Education Loan,6/1/2016,1/1/1999,open,0,10,120,,985,0,1250000,1200000
1849,Home Gaurd Insurance,home insurance,Home Gaurd Insurance,6/1/2016,1/1/1999,open,0,0,84,7000,985,0,0,0
334,Private Car Insurance,motor insurance,Private Car Insurance,6/1/2016,1/1/1999,open,,,,,985,,,
1785,Critical Illness Platinum,health insurance,Critical Illness Platinum,6/1/2016,1/1/1999,open,0,0,0,2000,985,0,0,0
528,National Home Loan,home loan,National Home Loan,6/1/2016,1/1/1999,open,0,10,240,0,985,0,2500000,2000000
3993,New Car Loan,car loan,New Car Loan,6/1/2016,1/1/1999,open,0,9.25,84,,75,0,850000,800000
3909,SavingsMax Account,savings account,SavingsMax Account,5/31/2016,1/1/1999,closed,,,,,262,,,
4119,SavingsMax Account,savings account,SavingsMax Account,5/31/2016,1/1/1999,closed,,,,,879,,,
4060,Foreign Education Loan,educational loan,Foreign Education Loan,5/30/2016,1/1/1999,open,0,10,120,,21,0,1250000,1200000
283,New Car Loan,car loan,New Car Loan,5/30/2016,1/1/1999,open,0,9.25,84,,838,0,850000,800000
4804,National Home Loan,home loan,National Home Loan,5/30/2016,1/1/1999,open,0,10,240,0,838,0,2500000,2000000
3939,Super Saver Facility,fixed deposit,Super Saver Facility,10/8/2015,1/1/1999,open,0,8.5,12,,419,150000,,
324,Sweep In Facility,fixed deposit,Sweep In Facility,5/9/2014,1/1/1999,open,0,8.5,12,,426,150000,,
3195,National Home Loan,home loan,National Home Loan,5/30/2016,1/1/1999,open,0,10,240,0,207,0,2500000,2000000
2924,National Home Loan,home loan,National Home Loan,5/30/2016,1/1/1999,open,0,10,240,0,480,0,2500000,2000000
4346,Home Gaurd Insurance,home insurance,Home Gaurd Insurance,5/30/2016,1/1/1999,open,0,0,84,7000,480,0,0,0
4697,Sweep In Facility,fixed deposit,Sweep In Facility,9/19/2013,1/1/1999,open,0,8.5,12,,429,150000,,
3977,National Home Loan,home loan,National Home Loan,5/30/2016,1/1/1999,open,0,10,240,0,480,0,2500000,2000000
3845,Emergency Personal Loan,Personal Loan,Emergency Personal Loan,5/30/2016,1/1/1999,open,0,14,60,,480,0,800000,700000
90,Life Easy Health,life insurance,Life Easy Health,5/29/2016,1/1/1999,open,0,0,240,8000,471,0,0,0
4067,Life Easy Health,life insurance,Life Easy Health,5/29/2016,1/1/1999,open,0,0,240,8000,253,0,0,0
1827,SavingsMax Account,savings account,SavingsMax Account,5/29/2016,1/1/1999,closed,,,,,253,,,
4575,Life Easy Health,life insurance,Life Easy Health,5/29/2016,1/1/1999,open,0,0,240,8000,84,0,0,0
1709,Private Car Insurance,motor insurance,Private Car Insurance,5/29/2016,1/1/1999,open,,,,,163,,,
4291,Regular Fixed Deposit,fixed deposit,Regular Fixed Deposit,9/29/2016,1/1/1999,open,0,8.5,12,,431,150000,,
3975,Foreign Education Loan,educational loan,Foreign Education Loan,5/29/2016,1/1/1999,open,0,10,120,,712,0,1250000,1200000
140,Life Easy Health,life insurance,Life Easy Health,5/29/2016,1/1/1999,open,0,0,240,8000,712,0,0,0
