transaction_id,customer_id,product_id,merchant_name,transaction_description,transaction_amount,type_deposit_withdrawal,transaction_date,channel
2176,964,231,National Bank,educational loan Deposit,10032,D,2/11/2017 0:00,Net Banking
10400,964,4484,National Bank,home insurance Deposit,18003,D,2/11/2017 0:00,Net Banking
9551,964,231,National Bank,educational loan Deposit,19155,D,2/11/2017 0:00,Net Banking
2024,598,3378,Youopia,mutual funds Deposit,20992,D,2/11/2017 0:00,Net Banking
588,964,2921,National Bank,car loan Deposit,18665,D,2/11/2017 0:00,Net Banking
5878,561,1268,National Bank,car loan Deposit,21734,D,2/10/2017 0:00,Net Banking
5975,561,3374,National Bank,home loan Deposit,13149,D,2/10/2017 0:00,Net Banking
5462,561,1268,National Bank,car loan Deposit,12342,D,2/10/2017 0:00,Net Banking
5561,389,4913,Skiptube,current account Deposit,1088,D,2/10/2017 0:00,Phone Banking
802,561,1268,National Bank,car loan Deposit,22930,D,2/10/2017 0:00,Net Banking
3280,561,2211,National Bank,Personal Loan Deposit,20247,D,2/10/2017 0:00,Net Banking
6187,561,3374,National Bank,home loan Deposit,4141,D,2/10/2017 0:00,Net Banking
5982,722,2235,National Bank,Personal Loan Deposit,14508,D,2/10/2017 0:00,Net Banking
10556,561,2555,Jayo,current account Deposit,24903,D,2/10/2017 0:00,Phone Banking
4643,595,2846,National Bank,home loan Deposit,5350,D,2/10/2017 0:00,Net Banking
638,595,2846,National Bank,home loan Deposit,1065,D,2/10/2017 0:00,Net Banking
7114,595,2846,National Bank,home loan Deposit,5221,D,2/10/2017 0:00,Net Banking
2060,561,1268,National Bank,car loan Deposit,22690,D,2/10/2017 0:00,Net Banking
7295,561,1268,National Bank,car loan Deposit,22157,D,2/10/2017 0:00,Net Banking
1236,493,4587,National Bank,home insurance Deposit,2933,D,2/9/2017 0:00,Net Banking
2748,418,438,Thoughtmix,savings account Deposit,2581,D,2/9/2017 0:00,Phone Banking
1428,493,4526,National Bank,life insurance Deposit,3933,D,2/9/2017 0:00,Net Banking
4681,186,4155,National Bank,car loan Deposit,11187,D,2/9/2017 0:00,Net Banking
9858,418,4520,National Bank,health insurance Deposit,14256,D,2/9/2017 0:00,Net Banking
5194,418,438,Quamba,savings account Deposit,8308,D,2/9/2017 0:00,Phone Banking
6604,418,438,Skyvu,savings account Deposit,14648,D,2/9/2017 0:00,Phone Banking
1280,418,438,Oyonder,savings account Deposit,14291,D,2/9/2017 0:00,Phone Banking
8093,418,1247,National Bank,Personal Loan Deposit,17877,D,2/9/2017 0:00,Net Banking
7132,418,438,Flashdog,savings account Deposit,23392,D,2/9/2017 0:00,Phone Banking
8295,493,4526,National Bank,life insurance Deposit,8923,D,2/9/2017 0:00,Net Banking
1219,418,438,Rhyloo,savings account Deposit,7347,D,2/9/2017 0:00,Phone Banking
5681,692,3560,National Bank,car loan Deposit,18507,D,2/8/2017 0:00,Net Banking
2867,692,3560,National Bank,car loan Deposit,8980,D,2/8/2017 0:00,Net Banking
6983,892,1169,National Bank,Personal Loan Deposit,17142,D,2/8/2017 0:00,Net Banking
10189,494,215,Avamba,Equities Deposit,13690,D,2/8/2017 0:00,Net Banking
1113,692,3560,National Bank,car loan Deposit,12406,D,2/8/2017 0:00,Net Banking
8933,494,1722,National Bank,fixed deposit Deposit,14972,D,2/8/2017 0:00,Net Banking
10410,494,1722,National Bank,fixed deposit Deposit,22980,D,2/8/2017 0:00,Net Banking
8742,494,1722,National Bank,fixed deposit Deposit,4961,D,2/8/2017 0:00,Net Banking
5376,424,198,Trilia,credit card Deposit,15272,D,2/8/2017 0:00,Phone Banking
6764,494,1722,National Bank,fixed deposit Deposit,10829,D,2/8/2017 0:00,Net Banking
6575,692,3560,National Bank,car loan Deposit,23805,D,2/8/2017 0:00,Net Banking
8285,494,2451,Pixoboo,Equities Deposit,5393,D,2/8/2017 0:00,Net Banking
5001,715,1771,National Bank,educational loan Deposit,19966,D,2/7/2017 0:00,Net Banking
6031,286,1720,National Bank,educational loan Deposit,9155,D,2/7/2017 0:00,Net Banking
46,548,193,Flipstorm,Equities Deposit,18352,D,2/7/2017 0:00,Net Banking
8172,548,193,Youspan,Equities Deposit,11096,D,2/7/2017 0:00,Net Banking
3699,807,1646,Zoonder,Equities Deposit,12412,D,2/7/2017 0:00,Net Banking
8180,548,193,Demizz,Equities Deposit,22706,D,2/7/2017 0:00,Net Banking
8486,419,221,Wikibox,savings account Deposit,10529,D,2/7/2017 0:00,Phone Banking
6695,927,2828,National Bank,motor insurance Deposit,3718,D,2/7/2017 0:00,Net Banking
10173,715,1771,National Bank,educational loan Deposit,5220,D,2/7/2017 0:00,Net Banking
8788,548,193,Aimbo,Equities Deposit,18433,D,2/7/2017 0:00,Net Banking
1322,187,1859,Agivu,Equities Deposit,13472,D,2/6/2017 0:00,Net Banking
961,187,1859,Muxo,Equities Deposit,1549,D,2/6/2017 0:00,Net Banking
3553,969,2105,National Bank,fixed deposit Deposit,5757,D,2/6/2017 0:00,Net Banking
3024,187,1859,Eire,Equities Deposit,21493,D,2/6/2017 0:00,Net Banking
2843,366,3705,Eimbee,Equities Deposit,9820,D,2/6/2017 0:00,Net Banking
3571,969,2105,National Bank,fixed deposit Deposit,19978,D,2/6/2017 0:00,Net Banking
9046,366,3705,Linklinks,Equities Deposit,8969,D,2/6/2017 0:00,Net Banking
1596,973,1591,National Bank,health insurance Deposit,5335,D,2/6/2017 0:00,Net Banking
1331,606,3984,National Bank,health insurance Deposit,23458,D,2/6/2017 0:00,Net Banking
4559,969,2105,National Bank,fixed deposit Deposit,12791,D,2/6/2017 0:00,Net Banking
7096,973,1591,National Bank,health insurance Deposit,16215,D,2/6/2017 0:00,Net Banking
3763,187,1859,Agimba,Equities Deposit,1092,D,2/6/2017 0:00,Net Banking
8751,969,2105,National Bank,fixed deposit Deposit,4766,D,2/6/2017 0:00,Net Banking
5575,187,1859,Meezzy,Equities Deposit,20352,D,2/6/2017 0:00,Net Banking
1281,1000,1905,National Bank,car loan Deposit,16263,D,2/6/2017 0:00,Net Banking
4170,366,3705,Skinte,Equities Deposit,8273,D,2/6/2017 0:00,Net Banking
9878,606,3984,National Bank,health insurance Deposit,4489,D,2/6/2017 0:00,Net Banking
7496,108,4120,National Bank,car loan Deposit,19563,D,2/5/2017 0:00,Net Banking
6609,955,3982,Thoughtstorm,savings account Deposit,19263,D,2/5/2017 0:00,Phone Banking
932,979,2025,National Bank,fixed deposit Deposit,17201,D,2/5/2017 0:00,Net Banking
762,108,4120,National Bank,car loan Deposit,6235,D,2/5/2017 0:00,Net Banking
8871,979,2025,National Bank,fixed deposit Deposit,2193,D,2/5/2017 0:00,Net Banking
1218,95,2158,National Bank,educational loan Deposit,8867,D,2/4/2017 0:00,Net Banking
6868,908,2774,National Bank,health insurance Deposit,6776,D,2/4/2017 0:00,Net Banking
3132,337,2511,National Bank,educational loan Deposit,6232,D,2/4/2017 0:00,Net Banking
6135,908,2774,National Bank,health insurance Deposit,23023,D,2/4/2017 0:00,Net Banking
5111,95,2158,National Bank,educational loan Deposit,17264,D,2/4/2017 0:00,Net Banking
4176,95,1643,National Bank,motor insurance Deposit,12375,D,2/4/2017 0:00,Net Banking
10485,95,2158,National Bank,educational loan Deposit,12399,D,2/4/2017 0:00,Net Banking
8648,95,1643,National Bank,motor insurance Deposit,11398,D,2/4/2017 0:00,Net Banking
4701,799,1877,National Bank,health insurance Deposit,1611,D,2/3/2017 0:00,Net Banking
8953,379,4678,National Bank,home insurance Deposit,2918,D,2/3/2017 0:00,Net Banking
4105,799,1877,National Bank,health insurance Deposit,2425,D,2/3/2017 0:00,Net Banking
6080,505,1406,Yodoo,savings account Deposit,9206,D,2/2/2017 0:00,Phone Banking
6169,725,2161,National Bank,home insurance Deposit,10612,D,2/2/2017 0:00,Net Banking
9487,100,1746,Brainverse,Equities Deposit,8023,D,2/2/2017 0:00,Net Banking
9786,359,2860,National Bank,motor insurance Deposit,15092,D,2/2/2017 0:00,Net Banking
8887,673,1116,National Bank,fixed deposit Deposit,19684,D,2/2/2017 0:00,Net Banking
6359,809,1767,National Bank,health insurance Deposit,7402,D,2/2/2017 0:00,Net Banking
4884,372,2379,National Bank,car loan Deposit,20244,D,2/1/2017 0:00,Net Banking
1058,372,70,National Bank,life insurance Deposit,2651,D,2/1/2017 0:00,Net Banking
7078,372,2260,DabZ,current account Deposit,21807,D,2/1/2017 0:00,Phone Banking
3813,372,4596,National Bank,home insurance Deposit,17254,D,2/1/2017 0:00,Net Banking
1232,372,3290,Zazio,savings account Deposit,21717,D,2/1/2017 0:00,Phone Banking
9763,372,1039,Flipstorm,credit card Deposit,24689,D,2/1/2017 0:00,Phone Banking
1690,372,4596,National Bank,home insurance Deposit,16802,D,2/1/2017 0:00,Net Banking
6010,372,3290,Twitterbridge,savings account Deposit,24612,D,2/1/2017 0:00,Phone Banking
4254,372,1039,Yakidoo,credit card Deposit,15779,D,2/1/2017 0:00,Phone Banking
6654,883,2884,National Bank,fixed deposit Deposit,14656,D,2/1/2017 0:00,Net Banking
322,372,1929,National Bank,fixed deposit Deposit,11878,D,2/1/2017 0:00,Net Banking
5718,372,1677,Skimia,savings account Deposit,24991,D,2/1/2017 0:00,Phone Banking
2205,372,2379,National Bank,car loan Deposit,9986,D,2/1/2017 0:00,Net Banking
4795,372,70,National Bank,life insurance Deposit,7673,D,2/1/2017 0:00,Net Banking
5387,372,158,National Bank,educational loan Deposit,18619,D,2/1/2017 0:00,Net Banking
7419,372,1677,Buzzshare,savings account Deposit,13823,D,2/1/2017 0:00,Phone Banking
5345,931,260,Youopia,current account Deposit,10168,D,2/1/2017 0:00,Phone Banking
10545,372,4596,National Bank,home insurance Deposit,2516,D,2/1/2017 0:00,Net Banking
5650,878,1161,National Bank,home insurance Deposit,2320,D,1/31/2017 0:00,Net Banking
7471,959,3794,National Bank,life insurance Deposit,6551,D,1/31/2017 0:00,Net Banking
10401,370,2633,National Bank,home loan Deposit,24840,D,1/31/2017 0:00,Net Banking
3087,68,1886,Quire,mutual funds Deposit,22238,D,1/31/2017 0:00,Net Banking
4319,452,3426,National Bank,motor insurance Deposit,18888,D,1/31/2017 0:00,Net Banking
2093,68,1886,Photobug,mutual funds Deposit,9914,D,1/31/2017 0:00,Net Banking
1983,68,1886,Brightdog,mutual funds Deposit,9438,D,1/31/2017 0:00,Net Banking
10623,704,3265,National Bank,home insurance Deposit,23172,D,1/31/2017 0:00,Net Banking
922,973,3469,National Bank,motor insurance Deposit,2310,D,1/30/2017 0:00,Net Banking
10165,345,3825,National Bank,health insurance Deposit,10957,D,1/30/2017 0:00,Net Banking
3432,345,2483,National Bank,car loan Deposit,20727,D,1/30/2017 0:00,Net Banking
9212,973,3469,National Bank,motor insurance Deposit,7639,D,1/30/2017 0:00,Net Banking
2917,345,3825,National Bank,health insurance Deposit,1675,D,1/30/2017 0:00,Net Banking
4679,345,2483,National Bank,car loan Deposit,10263,D,1/30/2017 0:00,Net Banking
4158,345,3825,National Bank,health insurance Deposit,5867,D,1/30/2017 0:00,Net Banking
3371,345,4459,National Bank,home loan Deposit,18335,D,1/30/2017 0:00,Net Banking
6777,345,2483,National Bank,car loan Deposit,9570,D,1/30/2017 0:00,Net Banking
3090,71,1559,National Bank,health insurance Deposit,7226,D,1/29/2017 0:00,Net Banking
2731,839,4552,National Bank,motor insurance Deposit,16317,D,1/29/2017 0:00,Net Banking
2039,162,4537,National Bank,educational loan Deposit,8609,D,1/29/2017 0:00,Net Banking
547,71,1559,National Bank,health insurance Deposit,23725,D,1/29/2017 0:00,Net Banking
3510,398,4620,Voomm,Equities Deposit,6141,D,1/28/2017 0:00,Net Banking
6294,783,3339,National Bank,life insurance Deposit,2803,D,1/28/2017 0:00,Net Banking
5537,659,1824,Trupe,current account Deposit,9923,D,1/28/2017 0:00,Branch
1549,783,3339,National Bank,life insurance Deposit,9679,D,1/28/2017 0:00,Net Banking
10853,783,3339,National Bank,life insurance Deposit,2884,D,1/28/2017 0:00,Net Banking
2905,414,1980,National Bank,health insurance Deposit,17246,D,1/28/2017 0:00,Net Banking
10500,579,4756,National Bank,life insurance Deposit,6764,D,1/28/2017 0:00,Net Banking
10894,239,2642,Innotype,mutual funds Deposit,17425,D,1/27/2017 0:00,Net Banking
10330,790,4780,National Bank,life insurance Deposit,20695,D,1/27/2017 0:00,Net Banking
4132,245,743,National Bank,car loan Deposit,21605,D,1/27/2017 0:00,Net Banking
5403,683,127,Digitube,mutual funds Deposit,19117,D,1/27/2017 0:00,Net Banking
6821,670,2717,National Bank,educational loan Deposit,5930,D,1/27/2017 0:00,Net Banking
1057,218,2357,Dynazzy,savings account Deposit,21510,D,1/26/2017 0:00,Branch
2320,686,3966,National Bank,Personal Loan Deposit,15481,D,1/26/2017 0:00,Net Banking
9793,349,1174,National Bank,Personal Loan Deposit,8967,D,1/26/2017 0:00,Net Banking
5057,218,2357,Skipfire,savings account Deposit,14394,D,1/26/2017 0:00,Branch
7870,885,1470,National Bank,health insurance Deposit,13695,D,1/25/2017 0:00,Net Banking
4421,557,2471,National Bank,fixed deposit Deposit,4726,D,1/25/2017 0:00,Net Banking
6386,557,2471,National Bank,fixed deposit Deposit,11983,D,1/25/2017 0:00,Net Banking
5860,519,4414,Avavee,Equities Deposit,19159,D,1/25/2017 0:00,Net Banking
8896,519,4414,Feedfire,Equities Deposit,3243,D,1/25/2017 0:00,Net Banking
10673,676,3546,National Bank,motor insurance Deposit,5884,D,1/25/2017 0:00,Net Banking
3711,519,4414,Realcube,Equities Deposit,10092,D,1/25/2017 0:00,Net Banking
9587,769,812,Yodoo,credit card Deposit,3274,D,1/24/2017 0:00,Branch
2460,769,812,Eayo,credit card Deposit,24777,D,1/24/2017 0:00,Branch
2285,769,812,Quamba,credit card Deposit,12020,D,1/24/2017 0:00,Branch
9809,517,4511,National Bank,educational loan Deposit,19180,D,1/23/2017 0:00,Net Banking
940,517,4626,Brightbean,savings account Deposit,3698,D,1/23/2017 0:00,Branch
2717,798,4848,Skinte,mutual funds Deposit,2647,D,1/23/2017 0:00,Net Banking
3235,517,1577,National Bank,home loan Deposit,21264,D,1/23/2017 0:00,Net Banking
3263,517,4511,National Bank,educational loan Deposit,1134,D,1/23/2017 0:00,Net Banking
1566,517,4511,National Bank,educational loan Deposit,22247,D,1/23/2017 0:00,Net Banking
6357,517,1577,National Bank,home loan Deposit,13702,D,1/23/2017 0:00,Net Banking
5056,255,819,Jazzy,mutual funds Deposit,19629,D,1/23/2017 0:00,Net Banking
10359,707,2688,Jetpulse,credit card Deposit,7886,D,1/23/2017 0:00,Branch
8713,517,910,National Bank,life insurance Deposit,14945,D,1/23/2017 0:00,Net Banking
6854,36,4159,National Bank,educational loan Deposit,9060,D,1/23/2017 0:00,Net Banking
831,517,2340,National Bank,life insurance Deposit,23654,D,1/23/2017 0:00,Net Banking
7931,517,2340,National Bank,life insurance Deposit,5888,D,1/23/2017 0:00,Net Banking
8681,517,4344,Gabspot,savings account Deposit,20397,D,1/23/2017 0:00,Branch
10905,181,2323,Jaxspan,mutual funds Deposit,15952,D,1/22/2017 0:00,Net Banking
1936,325,696,National Bank,life insurance Deposit,13287,D,1/22/2017 0:00,Net Banking
6630,375,3495,Plajo,mutual funds Deposit,9242,D,1/22/2017 0:00,Net Banking
4463,70,1590,Skynoodle,mutual funds Deposit,22848,D,1/22/2017 0:00,Net Banking
8955,507,3046,National Bank,Personal Loan Deposit,19146,D,1/22/2017 0:00,Net Banking
3989,635,1938,Oyonder,savings account Deposit,7115,D,1/22/2017 0:00,Branch
4551,70,1590,Fliptune,mutual funds Deposit,6718,D,1/22/2017 0:00,Net Banking
4042,371,4514,National Bank,fixed deposit Deposit,3947,D,1/21/2017 0:00,Net Banking
2030,363,404,National Bank,health insurance Deposit,3717,D,1/21/2017 0:00,Net Banking
9047,371,1648,National Bank,motor insurance Deposit,12558,D,1/21/2017 0:00,Net Banking
1395,371,4563,Rhyzio,credit card Deposit,20098,D,1/21/2017 0:00,Branch
10974,371,3008,National Bank,car loan Deposit,17828,D,1/21/2017 0:00,Net Banking
134,574,4204,National Bank,Personal Loan Deposit,3832,D,1/21/2017 0:00,Net Banking
7341,138,3032,Rooxo,savings account Deposit,2861,D,1/21/2017 0:00,Branch
1324,371,4563,Blogtags,credit card Deposit,6628,D,1/21/2017 0:00,Branch
5510,562,3012,National Bank,educational loan Deposit,24840,D,1/21/2017 0:00,Net Banking
1942,718,2629,National Bank,Personal Loan Deposit,12949,D,1/21/2017 0:00,Net Banking
8038,371,2078,National Bank,home insurance Deposit,19076,D,1/21/2017 0:00,Net Banking
2973,371,2078,National Bank,home insurance Deposit,24607,D,1/21/2017 0:00,Net Banking
2553,371,2305,Gevee,credit card Deposit,17738,D,1/21/2017 0:00,Branch
2474,718,2629,National Bank,Personal Loan Deposit,3919,D,1/21/2017 0:00,Net Banking
8858,371,1648,National Bank,motor insurance Deposit,24007,D,1/21/2017 0:00,Net Banking
6325,589,4131,Rooxo,savings account Deposit,4076,D,1/20/2017 0:00,Branch
9867,880,286,National Bank,motor insurance Deposit,23210,D,1/20/2017 0:00,Net Banking
845,533,3949,National Bank,car loan Deposit,23311,D,1/20/2017 0:00,Net Banking
7311,533,3949,National Bank,car loan Deposit,17989,D,1/20/2017 0:00,Net Banking
10029,880,286,National Bank,motor insurance Deposit,16546,D,1/20/2017 0:00,Net Banking
10369,299,3719,National Bank,health insurance Deposit,6277,D,1/20/2017 0:00,Net Banking
8573,880,286,National Bank,motor insurance Deposit,23376,D,1/20/2017 0:00,Net Banking
2088,880,286,National Bank,motor insurance Deposit,10059,D,1/20/2017 0:00,Net Banking
1073,571,4360,National Bank,educational loan Deposit,4447,D,1/20/2017 0:00,Net Banking
2439,939,402,Quatz,credit card Deposit,6548,D,1/20/2017 0:00,Branch
3606,880,286,National Bank,motor insurance Deposit,16197,D,1/20/2017 0:00,Net Banking
2318,533,3949,National Bank,car loan Deposit,24327,D,1/20/2017 0:00,Net Banking
10440,939,402,Brainlounge,credit card Deposit,14569,D,1/20/2017 0:00,Branch
4235,880,286,National Bank,motor insurance Deposit,10574,D,1/20/2017 0:00,Net Banking
9008,242,862,Oyondu,credit card Deposit,24730,D,1/20/2017 0:00,Branch
6861,939,402,Skidoo,credit card Deposit,3045,D,1/20/2017 0:00,Branch
7030,130,2953,Oyonder,mutual funds Deposit,7594,D,1/19/2017 0:00,Net Banking
5333,820,3002,Quire,mutual funds Deposit,18149,D,1/19/2017 0:00,Net Banking
6791,643,4181,National Bank,fixed deposit Deposit,20178,D,1/19/2017 0:00,Net Banking
9782,820,3002,Agivu,mutual funds Deposit,6982,D,1/19/2017 0:00,Net Banking
7608,635,446,National Bank,health insurance Deposit,22728,D,1/19/2017 0:00,Net Banking
6508,820,3002,Jaxworks,mutual funds Deposit,12956,D,1/19/2017 0:00,Net Banking
10421,254,1912,National Bank,educational loan Deposit,16879,D,1/18/2017 0:00,Net Banking
5639,685,2249,National Bank,home insurance Deposit,6612,D,1/18/2017 0:00,Net Banking
4692,354,885,Kwinu,credit card Deposit,19335,D,1/18/2017 0:00,Branch
9467,685,2249,National Bank,home insurance Deposit,22577,D,1/18/2017 0:00,Net Banking
9760,110,1332,Dabtype,current account Deposit,8294,D,1/18/2017 0:00,Branch
5063,354,885,Twinder,credit card Deposit,1707,D,1/18/2017 0:00,Branch
9955,110,1332,Midel,current account Deposit,16404,D,1/18/2017 0:00,Branch
4608,324,4001,National Bank,life insurance Deposit,5759,D,1/18/2017 0:00,Net Banking
9494,254,1912,National Bank,educational loan Deposit,9857,D,1/18/2017 0:00,Net Banking
4838,685,4925,National Bank,health insurance Deposit,14265,D,1/18/2017 0:00,Net Banking
9926,685,3744,Skipfire,credit card Deposit,11332,D,1/18/2017 0:00,Branch
6334,21,301,National Bank,motor insurance Deposit,24302,D,1/18/2017 0:00,Net Banking
204,685,4925,National Bank,health insurance Deposit,6565,D,1/18/2017 0:00,Net Banking
1126,815,1139,National Bank,health insurance Deposit,9845,D,1/18/2017 0:00,Net Banking
5039,805,858,National Bank,fixed deposit Deposit,21702,D,1/17/2017 0:00,Net Banking
1969,155,4399,National Bank,motor insurance Deposit,7444,D,1/17/2017 0:00,Net Banking
236,573,2807,Kwideo,credit card Deposit,2069,D,1/17/2017 0:00,Branch
5870,573,2807,Kayveo,credit card Deposit,6292,D,1/17/2017 0:00,Branch
7795,920,2913,Rhycero,current account Deposit,17280,D,1/17/2017 0:00,Branch
1295,259,1563,Feedbug,credit card Deposit,20823,D,1/17/2017 0:00,Branch
3770,805,858,National Bank,fixed deposit Deposit,15473,D,1/17/2017 0:00,Net Banking
977,988,2826,National Bank,Personal Loan Deposit,2417,D,1/16/2017 0:00,Net Banking
7528,612,3832,National Bank,home loan Deposit,23810,D,1/16/2017 0:00,Net Banking
6878,881,970,National Bank,educational loan Deposit,24224,D,1/16/2017 0:00,Net Banking
8152,774,1674,National Bank,health insurance Deposit,21660,D,1/16/2017 0:00,Net Banking
1017,515,2994,National Bank,home insurance Deposit,11503,D,1/16/2017 0:00,Net Banking
5773,515,2994,National Bank,home insurance Deposit,16259,D,1/16/2017 0:00,Net Banking
6279,612,3832,National Bank,home loan Deposit,6698,D,1/16/2017 0:00,Net Banking
4333,881,970,National Bank,educational loan Deposit,16534,D,1/16/2017 0:00,Net Banking
8652,515,2994,National Bank,home insurance Deposit,16538,D,1/16/2017 0:00,Net Banking
8081,631,1723,Skibox,current account Deposit,11362,D,1/16/2017 0:00,Branch
2333,612,3832,National Bank,home loan Deposit,20292,D,1/16/2017 0:00,Net Banking
3975,340,4953,Twinder,mutual funds Deposit,6439,D,1/15/2017 0:00,Net Banking
2458,146,839,National Bank,home loan Deposit,22891,D,1/15/2017 0:00,Net Banking
10598,813,2606,National Bank,health insurance Deposit,21962,D,1/15/2017 0:00,Net Banking
4293,456,2074,National Bank,educational loan Deposit,1212,D,1/15/2017 0:00,Net Banking
9784,511,261,National Bank,home loan Deposit,3206,D,1/15/2017 0:00,Net Banking
5497,813,2606,National Bank,health insurance Deposit,13886,D,1/15/2017 0:00,Net Banking
10243,511,261,National Bank,home loan Deposit,23858,D,1/15/2017 0:00,Net Banking
2273,901,987,National Bank,home loan Deposit,10692,D,1/15/2017 0:00,Net Banking
10968,511,261,National Bank,home loan Deposit,15825,D,1/15/2017 0:00,Net Banking
5098,901,987,National Bank,home loan Deposit,10573,D,1/15/2017 0:00,Net Banking
8303,511,261,National Bank,home loan Deposit,21684,D,1/15/2017 0:00,Net Banking
505,154,1479,Babbleopia,Equities Deposit,23349,D,1/14/2017 0:00,Net Banking
4406,680,3532,Rhynyx,savings account Deposit,14266,D,1/14/2017 0:00,Branch
1883,154,1479,Blognation,Equities Deposit,20707,D,1/14/2017 0:00,Net Banking
3139,226,627,National Bank,motor insurance Deposit,9179,D,1/14/2017 0:00,Net Banking
1672,180,4621,National Bank,home loan Deposit,21676,D,1/14/2017 0:00,Net Banking
2702,226,627,National Bank,motor insurance Deposit,22273,D,1/14/2017 0:00,Net Banking
2683,180,2901,National Bank,health insurance Deposit,15151,D,1/14/2017 0:00,Net Banking
534,180,4621,National Bank,home loan Deposit,10750,D,1/14/2017 0:00,Net Banking
3063,180,4621,National Bank,home loan Deposit,3947,D,1/14/2017 0:00,Net Banking
10036,180,4621,National Bank,home loan Deposit,1966,D,1/14/2017 0:00,Net Banking
116,154,1479,Nlounge,Equities Deposit,6035,D,1/14/2017 0:00,Net Banking
7955,180,3542,Buzzdog,Equities Deposit,23611,D,1/14/2017 0:00,Net Banking
8227,680,3532,Eabox,savings account Deposit,20230,D,1/14/2017 0:00,Branch
7417,854,4295,National Bank,home insurance Deposit,13625,D,1/13/2017 0:00,Net Banking
248,854,4295,National Bank,home insurance Deposit,3067,D,1/13/2017 0:00,Net Banking
1167,854,4905,National Bank,car loan Deposit,5748,D,1/13/2017 0:00,Net Banking
733,854,2615,National Bank,home insurance Deposit,14094,D,1/13/2017 0:00,Net Banking
7276,854,2961,Blogpad,savings account Deposit,10308,D,1/13/2017 0:00,Branch
6434,854,3145,National Bank,educational loan Deposit,1207,D,1/13/2017 0:00,Net Banking
2148,818,428,National Bank,car loan Deposit,9789,D,1/13/2017 0:00,Net Banking
2422,854,4905,National Bank,car loan Deposit,19100,D,1/13/2017 0:00,Net Banking
1918,854,3844,National Bank,health insurance Deposit,5748,D,1/13/2017 0:00,Net Banking
9553,854,1120,National Bank,car loan Deposit,19652,D,1/13/2017 0:00,Net Banking
2882,854,2615,National Bank,home insurance Deposit,8488,D,1/13/2017 0:00,Net Banking
1712,854,3145,National Bank,educational loan Deposit,5542,D,1/13/2017 0:00,Net Banking
10690,892,3679,National Bank,health insurance Deposit,14773,D,1/13/2017 0:00,Net Banking
8483,854,2615,National Bank,home insurance Deposit,9688,D,1/13/2017 0:00,Net Banking
4237,854,1729,Tazz,Equities Deposit,13582,D,1/13/2017 0:00,Net Banking
3646,818,428,National Bank,car loan Deposit,19444,D,1/13/2017 0:00,Net Banking
2312,698,2831,Centimia,Equities Deposit,3066,D,1/13/2017 0:00,Net Banking
9225,818,428,National Bank,car loan Deposit,13588,D,1/13/2017 0:00,Net Banking
4786,854,3145,National Bank,educational loan Deposit,20911,D,1/13/2017 0:00,Net Banking
4960,892,3679,National Bank,health insurance Deposit,2666,D,1/13/2017 0:00,Net Banking
7178,791,3991,National Bank,fixed deposit Deposit,16864,D,1/12/2017 0:00,Net Banking
10715,791,4729,Demivee,Equities Deposit,5048,D,1/12/2017 0:00,Net Banking
9801,791,2588,Skinix,mutual funds Deposit,22433,D,1/12/2017 0:00,Net Banking
3892,832,1522,National Bank,Personal Loan Deposit,1240,D,1/12/2017 0:00,Net Banking
9168,936,460,National Bank,Personal Loan Deposit,14077,D,1/12/2017 0:00,Net Banking
7909,791,2588,Youfeed,mutual funds Deposit,23302,D,1/12/2017 0:00,Net Banking
10045,936,460,National Bank,Personal Loan Deposit,4134,D,1/12/2017 0:00,Net Banking
7168,78,609,National Bank,home loan Deposit,8249,D,1/11/2017 0:00,Net Banking
2470,17,904,Demizz,credit card Deposit,16014,D,1/11/2017 0:00,Branch
3249,270,2789,National Bank,home loan Deposit,16766,D,1/11/2017 0:00,Net Banking
4616,270,2789,National Bank,home loan Deposit,15040,D,1/11/2017 0:00,Net Banking
9187,175,4339,National Bank,life insurance Deposit,6881,D,1/11/2017 0:00,Net Banking
4414,78,609,National Bank,home loan Deposit,23656,D,1/11/2017 0:00,Net Banking
10714,222,169,National Bank,Personal Loan Deposit,20713,D,1/11/2017 0:00,Net Banking
5312,270,2789,National Bank,home loan Deposit,6919,D,1/11/2017 0:00,Net Banking
10849,222,169,National Bank,Personal Loan Deposit,5545,D,1/11/2017 0:00,Net Banking
2070,73,4644,National Bank,health insurance Deposit,2491,D,1/11/2017 0:00,Net Banking
10212,446,4926,Leexo,savings account Deposit,18548,D,1/10/2017 0:00,Branch
7057,40,1583,Twitterlist,savings account Deposit,17043,D,1/10/2017 0:00,Branch
3350,825,4786,Vipe,credit card Deposit,15226,D,1/10/2017 0:00,Branch
4902,825,4786,Voomm,credit card Deposit,9171,D,1/10/2017 0:00,Branch
4089,637,4890,National Bank,health insurance Deposit,23307,D,1/9/2017 0:00,Net Banking
9269,637,4890,National Bank,health insurance Deposit,5054,D,1/9/2017 0:00,Net Banking
7977,529,4160,Mynte,Equities Deposit,11489,D,1/9/2017 0:00,Net Banking
4823,437,2766,National Bank,life insurance Deposit,8457,D,1/9/2017 0:00,Net Banking
10713,722,3146,Kayveo,credit card Deposit,4653,D,1/9/2017 0:00,Branch
5087,477,3493,National Bank,car loan Deposit,13660,D,1/9/2017 0:00,Net Banking
9006,582,2794,National Bank,life insurance Deposit,1286,D,1/8/2017 0:00,Net Banking
